chr 	start	end	enhancerID	Gene	Type	q-value	rho
chr1	192512000	192525300	enh-1004875	RGS13	protein_coding	0.009343032	0.733834586
chr1	192531250	192536950	enh-1004876	RGS1	protein_coding	0.025970771	0.634586466
chr1	193079250	193086700	enh-1004899	RGS13	protein_coding	0.024919543	0.639097744
chr1	193079250	193086700	enh-1004899	TROVE2	protein_coding	0.02008924	0.661654135
chr1	199825300	199831150	enh-1005034	NR5A2	protein_coding	0.005847473	0.766917293
chr1	200451850	200453450	enh-1005055	NR5A2	protein_coding	0.031518	0.613533835
chr1	201499400	201514500	enh-1005106	PHLDA3	protein_coding	0.018481523	0.670676692
chr1	201499400	201514500	enh-1005106	NAV1	protein_coding	0.02112261	0.657142857
chr1	201499400	201514500	enh-1005106	IPO9	protein_coding	0.025610751	0.636090226
chr1	202086350	202088850	enh-1005148	PHLDA3	protein_coding	0.011882525	0.714285714
chr1	202086350	202088850	enh-1005148	IPO9	protein_coding	0.042207258	0.580451128
chr1	204470050	204478600	enh-1005259	PIK3C2B	protein_coding	0.042207258	0.580451128
chr1	206119600	206121550	enh-1005316	FAM72A	protein_coding	0.033599154	0.606015038
chr1	206119600	206121550	enh-1005316	AVPR1B	protein_coding	0.022039155	0.652631579
chr1	206119600	206121550	enh-1005316	C1orf147	protein_coding	0.04824587	0.565413534
chr1	206565950	206567700	enh-1005324	FAM72A	protein_coding	0.041577173	0.581954887
chr1	206565950	206567700	enh-1005324	AVPR1B	protein_coding	0.03029675	0.618045113
chr1	206565950	206567700	enh-1005324	C1orf186	protein_coding	0.024606291	0.640601504
chr1	206565950	206567700	enh-1005324	CTSE	protein_coding	0.02987969	0.619548872
chr1	206565950	206567700	enh-1005324	C1orf147	protein_coding	0.013258548	0.703759398
chr1	206905850	206917350	enh-1005339	RASSF5	protein_coding	0.02896804	0.622556391
chr1	206905850	206917350	enh-1005339	DYRK3	protein_coding	0.034919515	0.601503759
chr1	206937900	206948700	enh-1005341	IL24	protein_coding	0.02896804	0.622556391
chr1	206937900	206948700	enh-1005341	RASSF5	protein_coding	0.007105047	0.753383459
chr1	206937900	206948700	enh-1005341	DYRK3	protein_coding	0.031518	0.613533835
chr1	206937900	206948700	enh-1005341	FAIM3	protein_coding	0.043838331	0.57593985
chr1	207076450	207077450	enh-1005354	DYRK3	protein_coding	0.027943225	0.627067669
chr1	211759450	211766800	enh-1005493	TRAF5	protein_coding	0.034919515	0.601503759
chr1	211759450	211766800	enh-1005493	NEK2	protein_coding	0.000650383	0.912781955
chr1	211759450	211766800	enh-1005493	DTL	protein_coding	0.0003833	0.828571429
chr1	211759450	211766800	enh-1005493	NSL1	protein_coding	0.032370458	0.610526316
chr1	211759450	211766800	enh-1005493	FLVCR1	protein_coding	0.046904051	0.568421053
chr1	211759450	211766800	enh-1005493	ANGEL2	protein_coding	0.034170251	0.604511278
chr1	211759450	211766800	enh-1005493	LPGAT1	protein_coding	8.40E-05	0.893233083
chr1	211759450	211766800	enh-1005493	INTS7	protein_coding	0.007322229	0.75037594
chr1	211759450	211766800	enh-1005493	RPS6KC1	protein_coding	0.02358024	0.645112782
chr1	211759450	211766800	enh-1005493	BATF3	protein_coding	0.03805783	0.592481203
chr1	211779900	211787550	enh-1005495	NEK2	protein_coding	0.004513685	0.781954887
chr1	211779900	211787550	enh-1005495	DTL	protein_coding	0.020787056	0.658646617
chr1	211779900	211787550	enh-1005495	FLVCR1	protein_coding	0.02358024	0.645112782
chr1	211779900	211787550	enh-1005495	LPGAT1	protein_coding	0.02112261	0.657142857
chr1	211779900	211787550	enh-1005495	BATF3	protein_coding	0.01162641	0.717293233
chr1	211792900	211796350	enh-1005497	NEK2	protein_coding	0.033152498	0.607518797
chr1	211792900	211796350	enh-1005497	DTL	protein_coding	0.02987969	0.619548872
chr1	211792900	211796350	enh-1005497	BATF3	protein_coding	0.02358024	0.645112782
chr1	211826350	211829550	enh-1005498	TRAF5	protein_coding	0.044388317	0.57443609
chr1	211826350	211829550	enh-1005498	NEK2	protein_coding	0.032784851	0.609022556
chr1	211826350	211829550	enh-1005498	NSL1	protein_coding	0.034919515	0.601503759
chr1	211803150	211824800	enh-1005499	NEK2	protein_coding	0.015892589	0.685714286
chr1	211803150	211824800	enh-1005499	DTL	protein_coding	0.011448362	0.718796992
chr1	211803150	211824800	enh-1005499	NSL1	protein_coding	0.025610751	0.636090226
chr1	211853300	211856200	enh-1005500	NEK2	protein_coding	0.024254752	0.642105263
chr1	211853300	211856200	enh-1005500	DTL	protein_coding	0.02330238	0.646616541
chr1	211853300	211856200	enh-1005500	BATF3	protein_coding	0.026791493	0.631578947
chr1	211860400	211862300	enh-1005501	NEK2	protein_coding	0.035977482	0.598496241
chr1	211860400	211862300	enh-1005501	DTL	protein_coding	0.033599154	0.606015038
chr1	212088300	212095300	enh-1005511	NEK2	protein_coding	0.047570637	0.566917293
chr1	212088300	212095300	enh-1005511	DTL	protein_coding	0.044388317	0.57443609
chr1	212226250	212228800	enh-1005519	NSL1	protein_coding	0.035494353	0.6
chr1	212668300	212670550	enh-1005547	TRAF5	protein_coding	0.024919543	0.639097744
chr1	212668300	212670550	enh-1005547	NEK2	protein_coding	0.02526631	0.637593985
chr1	212668300	212670550	enh-1005547	BATF3	protein_coding	0.042725569	0.578947368
chr1	212690600	212693450	enh-1005551	DTL	protein_coding	0.045106078	0.572932331
chr1	212690600	212693450	enh-1005551	NSL1	protein_coding	0.028580744	0.62406015
chr1	212922300	212928900	enh-1005573	TRAF5	protein_coding	0.01926654	0.666165414
chr1	212922300	212928900	enh-1005573	NEK2	protein_coding	0.02112261	0.657142857
chr1	212922300	212928900	enh-1005573	FLVCR1	protein_coding	0.038553014	0.590977444
chr1	212922300	212928900	enh-1005573	ANGEL2	protein_coding	0.016552328	0.681203008
chr1	212922300	212928900	enh-1005573	LPGAT1	protein_coding	0.027189622	0.630075188
chr1	214520550	214530600	enh-1005613	SMYD2	protein_coding	0.031518	0.613533835
chr1	214532900	214540150	enh-1005614	SMYD2	protein_coding	0.011882525	0.714285714
chr1	214532900	214540150	enh-1005614	CENPF	protein_coding	0.013663988	0.70075188
chr1	214567700	214582850	enh-1005622	SMYD2	protein_coding	0.013900251	0.69924812
chr1	214567700	214582850	enh-1005622	CENPF	protein_coding	0.031115882	0.615037594
chr1	214597650	214605200	enh-1005624	SMYD2	protein_coding	0.005079262	0.77593985
chr1	214597650	214605200	enh-1005624	CENPF	protein_coding	0.011882525	0.714285714
chr1	215304550	215309800	enh-1005654	KCTD3	protein_coding	0.009167319	0.735338346
chr1	215701350	215703700	enh-1005662	KCTD3	protein_coding	0.007505547	0.74887218
chr1	215802250	215812600	enh-1005668	KCNK2	protein_coding	0.049409474	0.562406015
chr1	215802250	215812600	enh-1005668	KCTD3	protein_coding	0	0.845112782
chr1	221197500	221210800	enh-1005800	HLX	protein_coding	0.002958896	0.798496241
chr1	221252150	221254500	enh-1005804	HLX	protein_coding	0.030765927	0.616541353
chr1	221270050	221276900	enh-1005807	HLX	protein_coding	0.027576535	0.628571429
chr1	221286200	221296650	enh-1005808	HLX	protein_coding	0.034170251	0.604511278
chr1	221947050	221954900	enh-1005840	DUSP10	protein_coding	0.011287254	0.720300752
chr1	221996450	222007650	enh-1005843	DUSP10	protein_coding	0.039468134	0.587969925
chr1	222220800	222222300	enh-1005859	DUSP10	protein_coding	0.044388317	0.57443609
chr1	224073300	224077700	enh-1005924	DEGS1	protein_coding	0.010107797	0.727819549
chr1	224073300	224077700	enh-1005924	NVL	protein_coding	0.007704698	0.747368421
chr1	224073300	224077700	enh-1005924	CNIH4	protein_coding	0.043838331	0.57593985
chr1	224350450	224360200	enh-1005932	DEGS1	protein_coding	0.013663988	0.70075188
chr1	224350450	224360200	enh-1005932	NVL	protein_coding	0.012078417	0.712781955
chr1	225920500	225926250	enh-1006004	PYCR2	protein_coding	0.00245844	0.804511278
chr1	225920500	225926250	enh-1006004	ACBD3	protein_coding	0.02330238	0.646616541
chr1	225920500	225926250	enh-1006004	LIN9	protein_coding	0.02112261	0.657142857
chr1	225932250	225936400	enh-1006006	PYCR2	protein_coding	0.004513685	0.781954887
chr1	226455000	226457950	enh-1006021	LIN9	protein_coding	0.031115882	0.615037594
chr1	228687250	228690000	enh-1006092	GUK1	protein_coding	0.011448362	0.718796992
chr1	228687250	228690000	enh-1006092	RNF187	protein_coding	0.011448362	0.718796992
chr1	228687250	228690000	enh-1006092	ARF1	protein_coding	0.013900251	0.69924812
chr1	228960500	228979150	enh-1006096	CCSAP	protein_coding	0.046246048	0.569924812
chr1	229392400	229395400	enh-1006115	CCSAP	protein_coding	0.036495289	0.596992481
chr1	229392400	229395400	enh-1006115	NUP133	protein_coding	0.043305504	0.577443609
chr1	230164900	230167400	enh-1006130	PGBD5	protein_coding	0.027943225	0.627067669
chr1	230236300	230271000	enh-1006137	PGBD5	protein_coding	0.015269289	0.690225564
chr1	230273350	230287850	enh-1006139	TAF5L	protein_coding	0.019534536	0.664661654
chr1	230273350	230287850	enh-1006139	PGBD5	protein_coding	0.048814002	0.563909774
chr1	230288100	230318950	enh-1006140	TAF5L	protein_coding	0.028580744	0.62406015
chr1	230288100	230318950	enh-1006140	PGBD5	protein_coding	0.022639745	0.64962406
chr1	230441400	230445200	enh-1006145	TAF5L	protein_coding	0.024254752	0.642105263
chr1	230441400	230445200	enh-1006145	PGBD5	protein_coding	0.013663988	0.70075188
chr1	230461500	230466100	enh-1006147	PGBD5	protein_coding	0.032370458	0.610526316
chr1	230593450	230596800	enh-1006157	PGBD5	protein_coding	0.027943225	0.627067669
chr1	230700850	230705750	enh-1006161	C1orf131	protein_coding	0.048814002	0.563909774
chr1	231193650	231195600	enh-1006179	C1orf131	protein_coding	0.013258548	0.703759398
chr1	231193650	231195600	enh-1006179	GNPAT	protein_coding	0.010603382	0.72481203
chr1	231193650	231195600	enh-1006179	EGLN1	protein_coding	0.01173486	0.715789474
chr1	231193650	231195600	enh-1006179	DISC1	protein_coding	0.028580744	0.62406015
chr1	231492700	231498300	enh-1006188	EGLN1	protein_coding	0.033152498	0.607518797
chr1	231492700	231498300	enh-1006188	EXOC8	protein_coding	0.02526631	0.637593985
chr1	231503750	231537600	enh-1006191	C1orf131	protein_coding	0.03029675	0.618045113
chr1	231503750	231537600	enh-1006191	GNPAT	protein_coding	0.027943225	0.627067669
chr1	231503750	231537600	enh-1006191	EGLN1	protein_coding	0.007704698	0.747368421
chr1	231503750	231537600	enh-1006191	DISC1	protein_coding	0.043838331	0.57593985
chr1	231859350	231863450	enh-1006202	SIPA1L2	protein_coding	0.025970771	0.634586466
chr1	231938600	231939900	enh-1006208	DISC1	protein_coding	0.015269289	0.690225564
chr1	231938600	231939900	enh-1006208	SIPA1L2	protein_coding	0.010814947	0.723308271
chr1	231962050	231965400	enh-1006210	DISC1	protein_coding	0.013663988	0.70075188
chr1	231962050	231965400	enh-1006210	SIPA1L2	protein_coding	0.02987969	0.619548872
chr1	232048200	232067850	enh-1006219	SIPA1L2	protein_coding	0.039005814	0.589473684
chr1	232360800	232363100	enh-1006224	DISC1	protein_coding	0.036495289	0.596992481
chr1	232360800	232363100	enh-1006224	SIPA1L2	protein_coding	0.02008924	0.661654135
chr1	232705400	232738350	enh-1006245	MAP10	protein_coding	0.022263809	0.65112782
chr1	232705400	232738350	enh-1006245	SIPA1L2	protein_coding	0.004402291	0.783458647
chr1	232705400	232738350	enh-1006245	PCNXL2	protein_coding	0.015269289	0.690225564
chr1	232745550	232767650	enh-1006248	MAP10	protein_coding	0.032784851	0.609022556
chr1	232745550	232767650	enh-1006248	NTPCR	protein_coding	0.035977482	0.598496241
chr1	232745550	232767650	enh-1006248	SIPA1L2	protein_coding	0.006706423	0.759398496
chr1	232745550	232767650	enh-1006248	PCNXL2	protein_coding	0.031115882	0.615037594
chr1	232838700	232843200	enh-1006251	MAP10	protein_coding	0.009622854	0.730827068
chr1	232838700	232843200	enh-1006251	PCNXL2	protein_coding	0	0.866165414
chr1	232843700	232846500	enh-1006252	SIPA1L2	protein_coding	0.039956355	0.586466165
chr1	232843700	232846500	enh-1006252	PCNXL2	protein_coding	0.027943225	0.627067669
chr1	232898350	232905000	enh-1006257	SIPA1L2	protein_coding	0.011448362	0.718796992
chr1	232898350	232905000	enh-1006257	PCNXL2	protein_coding	0.036495289	0.596992481
chr1	233241950	233245850	enh-1006279	PCNXL2	protein_coding	0.02330238	0.646616541
chr1	233404200	233406000	enh-1006283	MAP10	protein_coding	0.036495289	0.596992481
chr1	233404200	233406000	enh-1006283	PCNXL2	protein_coding	0.034541136	0.603007519
chr1	233575950	233585200	enh-1006297	KCNK1	protein_coding	0.034541136	0.603007519
chr1	234935150	234939200	enh-1006358	IRF2BP2	protein_coding	0.024254752	0.642105263
chr1	234976050	234991200	enh-1006365	IRF2BP2	protein_coding	0.005833616	0.768421053
chr1	234991550	235005250	enh-1006366	IRF2BP2	protein_coding	0.049409474	0.562406015
chr1	235131450	235137500	enh-1006376	IRF2BP2	protein_coding	0.013182684	0.705263158
chr1	236070150	236075550	enh-1006411	NID1	protein_coding	0.013463388	0.702255639
chr1	236070150	236075550	enh-1006411	LYST	protein_coding	0.025970771	0.634586466
chr1	241781950	241784200	enh-1006480	CHML	protein_coding	0.01980877	0.663157895
chr1	241781950	241784200	enh-1006480	EXO1	protein_coding	0.018740059	0.669172932
chr1	241770700	241781800	enh-1006481	CHML	protein_coding	0.02008924	0.661654135
chr1	241770700	241781800	enh-1006481	EXO1	protein_coding	0.007322229	0.75037594
chr10	3084650	3093150	enh-1006751	PFKP	protein_coding	0.007244898	0.751879699
chr10	5081700	5087250	enh-1006873	GDI2	protein_coding	0.032784851	0.609022556
chr10	5081700	5087250	enh-1006873	ANKRD16	protein_coding	0.039956355	0.586466165
chr10	5081700	5087250	enh-1006873	IL15RA	protein_coding	0.022263809	0.65112782
chr10	5081700	5087250	enh-1006873	FAM208B	protein_coding	0.032784851	0.609022556
chr10	5109400	5122550	enh-1006874	GDI2	protein_coding	0.027576535	0.628571429
chr10	5292950	5295450	enh-1006876	GDI2	protein_coding	0.021391354	0.655639098
chr10	5292950	5295450	enh-1006876	IL15RA	protein_coding	0.047570637	0.566917293
chr10	5302750	5309200	enh-1006877	IL15RA	protein_coding	0.048814002	0.563909774
chr10	5358150	5361700	enh-1006879	IL15RA	protein_coding	0.045681544	0.571428571
chr10	5812700	5822050	enh-1006900	IL15RA	protein_coding	0.047570637	0.566917293
chr10	5990650	5994350	enh-1006905	IL15RA	protein_coding	0.003585716	0.790977444
chr10	5990650	5994350	enh-1006905	FAM208B	protein_coding	0.002025402	0.809022556
chr10	6123950	6126600	enh-1006910	DKFZP667F0711	protein_coding	0.009019086	0.736842105
chr10	6123950	6126600	enh-1006910	RBM17	protein_coding	0.039956355	0.586466165
chr10	6123950	6126600	enh-1006910	PFKFB3	protein_coding	0.028271851	0.62556391
chr10	6202850	6231100	enh-1006918	DKFZP667F0711	protein_coding	0.022958796	0.648120301
chr10	6202850	6231100	enh-1006918	PFKFB3	protein_coding	0.048814002	0.563909774
chr10	6279900	6282550	enh-1006923	PFKFB3	protein_coding	0.044388317	0.57443609
chr10	6449850	6454250	enh-1006937	DKFZP667F0711	protein_coding	0	0.848120301
chr10	6449850	6454250	enh-1006937	RBM17	protein_coding	0.018481523	0.670676692
chr10	6449850	6454250	enh-1006937	PFKFB3	protein_coding	0.02330238	0.646616541
chr10	6762700	6765650	enh-1006946	ITIH5	protein_coding	0.04824587	0.565413534
chr10	6762700	6765650	enh-1006946	SFMBT2	protein_coding	0.04104761	0.583458647
chr10	7567450	7568550	enh-1006959	SFMBT2	protein_coding	0.02896804	0.622556391
chr10	12738600	12754900	enh-1007086	CAMK1D	protein_coding	0.044388317	0.57443609
chr10	16234600	16235400	enh-1007209	RSU1	protein_coding	0.02896804	0.622556391
chr10	16868050	16877500	enh-1007230	VIM	protein_coding	0.04824587	0.565413534
chr10	16960300	16973200	enh-1007239	RSU1	protein_coding	0.039468134	0.587969925
chr10	16990550	16998100	enh-1007242	VIM	protein_coding	0.010330916	0.726315789
chr10	16990550	16998100	enh-1007242	RSU1	protein_coding	0.016552328	0.681203008
chr10	17004800	17005450	enh-1007244	VIM	protein_coding	0.037517168	0.593984962
chr10	17005600	17021350	enh-1007245	VIM	protein_coding	0.008240798	0.742857143
chr10	17005600	17021350	enh-1007245	RSU1	protein_coding	0.021391354	0.655639098
chr10	17100200	17107150	enh-1007250	VIM	protein_coding	0.036495289	0.596992481
chr10	22726450	22731450	enh-1007388	COMMD3	protein_coding	0.02040315	0.660150376
chr10	22721350	22726150	enh-1007389	COMMD3	protein_coding	0.026791493	0.631578947
chr10	22721350	22726150	enh-1007389	BMI1	protein_coding	0.02330238	0.646616541
chr10	26652950	26658000	enh-1007482	MASTL	protein_coding	0.02112261	0.657142857
chr10	26652950	26658000	enh-1007482	APBB1IP	protein_coding	0.011882525	0.714285714
chr10	26694050	26694900	enh-1007488	MASTL	protein_coding	0.036966008	0.595488722
chr10	26694950	26698750	enh-1007489	APBB1IP	protein_coding	0.039005814	0.589473684
chr10	26718200	26722850	enh-1007491	APBB1IP	protein_coding	0.027189622	0.630075188
chr10	26790250	26793900	enh-1007494	MASTL	protein_coding	0.019534536	0.664661654
chr10	26790250	26793900	enh-1007494	APBB1IP	protein_coding	0.015701038	0.687218045
chr10	26748300	26786550	enh-1007495	APBB1IP	protein_coding	0.018481523	0.670676692
chr10	26842800	26851150	enh-1007499	MASTL	protein_coding	0.039005814	0.589473684
chr10	26842800	26851150	enh-1007499	APBB1IP	protein_coding	0.008831206	0.738345865
chr10	29447400	29450450	enh-1007579	LYZL1	protein_coding	0.033213382	0.597901809
chr10	29631750	29637450	enh-1007586	LYZL1	protein_coding	0.034822983	0.593266912
chr10	29639750	29653250	enh-1007587	LYZL1	protein_coding	0.011882525	0.700796539
chr10	29674700	29677450	enh-1007591	LYZL1	protein_coding	0.014578514	0.682256948
chr10	30350400	30353700	enh-1007654	KIAA1462	protein_coding	0.036495289	0.596992481
chr10	30789050	30796700	enh-1007669	KIAA1462	protein_coding	0.02112261	0.657142857
chr10	30813900	30822700	enh-1007673	KIAA1462	protein_coding	0.016370248	0.682706767
chr10	32426850	32431000	enh-1007745	ITGB1	protein_coding	0.002672958	0.801503759
chr10	32551750	32555500	enh-1007750	CCDC7	protein_coding	0.043838331	0.57593985
chr10	32699500	32702300	enh-1007755	CCDC7	protein_coding	0.049409474	0.562406015
chr10	33296800	33301400	enh-1007772	ITGB1	protein_coding	0.039468134	0.587969925
chr10	33948650	33956900	enh-1007806	NRP1	protein_coding	0.013182684	0.705263158
chr10	33941200	33948500	enh-1007807	NRP1	protein_coding	0.037517168	0.593984962
chr10	33989050	33997700	enh-1007809	NRP1	protein_coding	0.010603382	0.72481203
chr10	59995400	60005950	enh-1008179	IPMK	protein_coding	0.012486915	0.709774436
chr10	64196150	64199200	enh-1008307	ZNF365	protein_coding	0.033599154	0.606015038
