enhancerID	genes
chr1_215802709_215802728_enh-1005668_4	"KCTD3 (+61984), USH2A (+794019)"
chr1_215802719_215802738_enh-1005668_1	"KCTD3 (+61994), USH2A (+794009)"
chr1_215802770_215802789_enh-1005668_3	"KCTD3 (+62045), USH2A (+793958)"
chr1_215809197_215809216_enh-1005668_3	"KCTD3 (+68472), USH2A (+787531)"
chr1_215809198_215809217_enh-1005668_2	"KCTD3 (+68473), USH2A (+787530)"
chr1_215809238_215809257_enh-1005668_4	"KCTD3 (+68513), USH2A (+787490)"
chr1_215809244_215809263_enh-1005668_1	"KCTD3 (+68519), USH2A (+787484)"
chr1_215809528_215809547_enh-1005668_9	"KCTD3 (+68803), USH2A (+787200)"
chr1_215809529_215809548_enh-1005668_3	"KCTD3 (+68804), USH2A (+787199)"
chr1_215809534_215809553_enh-1005668_10	"KCTD3 (+68809), USH2A (+787194)"
chr1_215809538_215809557_enh-1005668_1	"KCTD3 (+68813), USH2A (+787190)"
chr1_215809545_215809564_enh-1005668_4	"KCTD3 (+68820), USH2A (+787183)"
chr1_215809561_215809580_enh-1005668_8	"KCTD3 (+68836), USH2A (+787167)"
chr1_215809575_215809594_enh-1005668_11	"KCTD3 (+68850), USH2A (+787153)"
chr1_215809659_215809678_enh-1005668_5	"KCTD3 (+68934), USH2A (+787069)"
chr1_215809660_215809679_enh-1005668_6	"KCTD3 (+68935), USH2A (+787068)"
chr1_215809669_215809688_enh-1005668_12	"KCTD3 (+68944), USH2A (+787059)"
chr1_215809694_215809713_enh-1005668_7	"KCTD3 (+68969), USH2A (+787034)"
chr1_215809698_215809717_enh-1005668_2	"KCTD3 (+68973), USH2A (+787030)"
chr1_215810132_215810151_enh-1005668_6	"KCTD3 (+69407), USH2A (+786596)"
chr1_215810143_215810162_enh-1005668_1	"KCTD3 (+69418), USH2A (+786585)"
chr1_215810144_215810163_enh-1005668_3	"KCTD3 (+69419), USH2A (+786584)"
chr1_215810157_215810176_enh-1005668_2	"KCTD3 (+69432), USH2A (+786571)"
chr1_215810218_215810237_enh-1005668_4	"KCTD3 (+69493), USH2A (+786510)"
chr1_215810244_215810263_enh-1005668_5	"KCTD3 (+69519), USH2A (+786484)"
chr1_215810260_215810279_enh-1005668_9	"KCTD3 (+69535), USH2A (+786468)"
chr1_215810264_215810283_enh-1005668_3	"KCTD3 (+69539), USH2A (+786464)"
chr1_215810265_215810284_enh-1005668_4	"KCTD3 (+69540), USH2A (+786463)"
chr1_215810266_215810285_enh-1005668_1	"KCTD3 (+69541), USH2A (+786462)"
chr1_215810267_215810286_enh-1005668_2	"KCTD3 (+69542), USH2A (+786461)"
chr1_215810280_215810299_enh-1005668_17	"KCTD3 (+69555), USH2A (+786448)"
chr1_215810300_215810319_enh-1005668_18	"KCTD3 (+69575), USH2A (+786428)"
chr1_215810304_215810323_enh-1005668_12	"KCTD3 (+69579), USH2A (+786424)"
chr1_215810310_215810329_enh-1005668_15	"KCTD3 (+69585), USH2A (+786418)"
chr1_215810357_215810376_enh-1005668_10	"KCTD3 (+69632), USH2A (+786371)"
chr1_215810358_215810377_enh-1005668_8	"KCTD3 (+69633), USH2A (+786370)"
chr1_215810364_215810383_enh-1005668_7	"KCTD3 (+69639), USH2A (+786364)"
chr1_215810365_215810384_enh-1005668_19	"KCTD3 (+69640), USH2A (+786363)"
chr1_215810366_215810385_enh-1005668_14	"KCTD3 (+69641), USH2A (+786362)"
chr1_215810372_215810391_enh-1005668_6	"KCTD3 (+69647), USH2A (+786356)"
chr1_215810380_215810399_enh-1005668_16	"KCTD3 (+69655), USH2A (+786348)"
chr1_215810381_215810400_enh-1005668_13	"KCTD3 (+69656), USH2A (+786347)"
chr1_215810384_215810403_enh-1005668_11	"KCTD3 (+69659), USH2A (+786344)"
chr1_215810396_215810415_enh-1005668_5	"KCTD3 (+69671), USH2A (+786332)"
chr1_215810413_215810432_enh-1005668_16	"KCTD3 (+69688), USH2A (+786315)"
chr1_215810417_215810436_enh-1005668_13	"KCTD3 (+69692), USH2A (+786311)"
chr1_215810441_215810460_enh-1005668_17	"KCTD3 (+69716), USH2A (+786287)"
chr1_221271630_221271649_enh-1005807_12	"HLX (+219941), DUSP10 (+643878)"
chr1_221271647_221271666_enh-1005807_5	"HLX (+219958), DUSP10 (+643861)"
chr1_221271721_221271740_enh-1005807_10	"HLX (+220032), DUSP10 (+643787)"
chr1_221271725_221271744_enh-1005807_7	"HLX (+220036), DUSP10 (+643783)"
chr1_221271728_221271747_enh-1005807_2	"HLX (+220039), DUSP10 (+643780)"
chr1_221271763_221271782_enh-1005807_1	"HLX (+220074), DUSP10 (+643745)"
chr1_221271764_221271783_enh-1005807_14	"HLX (+220075), DUSP10 (+643744)"
chr1_221271771_221271790_enh-1005807_13	"HLX (+220082), DUSP10 (+643737)"
chr1_221271772_221271791_enh-1005807_11	"HLX (+220083), DUSP10 (+643736)"
chr1_221271788_221271807_enh-1005807_6	"HLX (+220099), DUSP10 (+643720)"
chr1_221271789_221271808_enh-1005807_8	"HLX (+220100), DUSP10 (+643719)"
chr1_221271797_221271816_enh-1005807_3	"HLX (+220108), DUSP10 (+643711)"
chr1_221271798_221271817_enh-1005807_4	"HLX (+220109), DUSP10 (+643710)"
chr1_221271798_221271817_enh-1005807_9	"HLX (+220109), DUSP10 (+643710)"
chr1_221271799_221271818_enh-1005807_15	"HLX (+220110), DUSP10 (+643709)"
chr1_221272834_221272853_enh-1005807_1	"HLX (+221145), DUSP10 (+642674)"
chr1_221272934_221272953_enh-1005807_6	"HLX (+221245), DUSP10 (+642574)"
chr1_221272939_221272958_enh-1005807_2	"HLX (+221250), DUSP10 (+642569)"
chr1_221272965_221272984_enh-1005807_4	"HLX (+221276), DUSP10 (+642543)"
chr1_221273045_221273064_enh-1005807_5	"HLX (+221356), DUSP10 (+642463)"
chr1_221273069_221273088_enh-1005807_1	"HLX (+221380), DUSP10 (+642439)"
chr1_221273077_221273096_enh-1005807_3	"HLX (+221388), DUSP10 (+642431)"
chr1_221273168_221273187_enh-1005807_5	"HLX (+221479), DUSP10 (+642340)"
chr1_221273177_221273196_enh-1005807_2	"HLX (+221488), DUSP10 (+642331)"
chr1_221273184_221273203_enh-1005807_3	"HLX (+221495), DUSP10 (+642324)"
chr1_221273185_221273204_enh-1005807_4	"HLX (+221496), DUSP10 (+642323)"
chr1_221273189_221273208_enh-1005807_6	"HLX (+221500), DUSP10 (+642319)"
chr1_221273226_221273245_enh-1005807_7	"HLX (+221537), DUSP10 (+642282)"
chr1_221273228_221273247_enh-1005807_8	"HLX (+221539), DUSP10 (+642280)"
chr1_221273261_221273280_enh-1005807_13	"HLX (+221572), DUSP10 (+642247)"
chr1_221273358_221273377_enh-1005807_12	"HLX (+221669), DUSP10 (+642150)"
chr1_221273369_221273388_enh-1005807_3	"HLX (+221680), DUSP10 (+642139)"
chr1_221273374_221273393_enh-1005807_2	"HLX (+221685), DUSP10 (+642134)"
chr1_221273374_221273393_enh-1005807_6	"HLX (+221685), DUSP10 (+642134)"
chr1_221273377_221273396_enh-1005807_11	"HLX (+221688), DUSP10 (+642131)"
chr1_221273378_221273397_enh-1005807_1	"HLX (+221689), DUSP10 (+642130)"
chr1_221273383_221273402_enh-1005807_10	"HLX (+221694), DUSP10 (+642125)"
chr1_221273384_221273403_enh-1005807_9	"HLX (+221695), DUSP10 (+642124)"
chr1_221273387_221273406_enh-1005807_5	"HLX (+221698), DUSP10 (+642121)"
chr1_221273390_221273409_enh-1005807_4	"HLX (+221701), DUSP10 (+642118)"
chr1_221274287_221274306_enh-1005807_7	"HLX (+222598), DUSP10 (+641221)"
chr1_221274318_221274337_enh-1005807_3	"HLX (+222629), DUSP10 (+641190)"
chr1_221274318_221274337_enh-1005807_6	"HLX (+222629), DUSP10 (+641190)"
chr1_221274333_221274352_enh-1005807_4	"HLX (+222644), DUSP10 (+641175)"
chr1_221274388_221274407_enh-1005807_2	"HLX (+222699), DUSP10 (+641120)"
chr1_221274399_221274418_enh-1005807_1	"HLX (+222710), DUSP10 (+641109)"
chr1_221274400_221274419_enh-1005807_5	"HLX (+222711), DUSP10 (+641108)"
chr1_221274463_221274482_enh-1005807_2	"HLX (+222774), DUSP10 (+641045)"
chr1_221274507_221274526_enh-1005807_1	"HLX (+222818), DUSP10 (+641001)"
chr1_221274622_221274641_enh-1005807_2	"HLX (+222933), DUSP10 (+640886)"
chr1_221274628_221274647_enh-1005807_1	"HLX (+222939), DUSP10 (+640880)"
chr1_221277727_221277746_enh-1005807_3	"HLX (+226038), DUSP10 (+637781)"
chr1_221277746_221277765_enh-1005807_2	"HLX (+226057), DUSP10 (+637762)"
chr1_221277777_221277796_enh-1005807_4	"HLX (+226088), DUSP10 (+637731)"
chr1_221277819_221277838_enh-1005807_1	"HLX (+226130), DUSP10 (+637689)"
chr1_224351877_224351896_enh-1005932_2	"TP53BP2 (-318213), DEGS1 (-18986)"
chr1_224351983_224352002_enh-1005932_3	"TP53BP2 (-318319), DEGS1 (-18880)"
chr1_224352030_224352049_enh-1005932_1	"TP53BP2 (-318366), DEGS1 (-18833)"
chr1_224352115_224352134_enh-1005932_2	"TP53BP2 (-318451), DEGS1 (-18748)"
chr1_224352123_224352142_enh-1005932_4	"TP53BP2 (-318459), DEGS1 (-18740)"
chr1_224352147_224352166_enh-1005932_7	"TP53BP2 (-318483), DEGS1 (-18716)"
chr1_224352220_224352239_enh-1005932_6	"TP53BP2 (-318556), DEGS1 (-18643)"
chr1_224352229_224352248_enh-1005932_5	"TP53BP2 (-318565), DEGS1 (-18634)"
chr1_224352231_224352250_enh-1005932_3	"TP53BP2 (-318567), DEGS1 (-18632)"
chr1_224352252_224352271_enh-1005932_1	"TP53BP2 (-318588), DEGS1 (-18611)"
chr1_224352388_224352407_enh-1005932_2	"TP53BP2 (-318724), DEGS1 (-18475)"
chr1_224352416_224352435_enh-1005932_1	"TP53BP2 (-318752), DEGS1 (-18447)"
chr1_224352417_224352436_enh-1005932_3	"TP53BP2 (-318753), DEGS1 (-18446)"
chr1_224352447_224352466_enh-1005932_4	"TP53BP2 (-318783), DEGS1 (-18416)"
chr1_224352564_224352583_enh-1005932_3	"TP53BP2 (-318900), DEGS1 (-18299)"
chr1_224352609_224352628_enh-1005932_2	"TP53BP2 (-318945), DEGS1 (-18254)"
chr1_224352610_224352629_enh-1005932_4	"TP53BP2 (-318946), DEGS1 (-18253)"
chr1_224352618_224352637_enh-1005932_1	"TP53BP2 (-318954), DEGS1 (-18245)"
chr1_224355387_224355406_enh-1005932_7	"TP53BP2 (-321723), DEGS1 (-15476)"
chr1_224355441_224355460_enh-1005932_4	"TP53BP2 (-321777), DEGS1 (-15422)"
chr1_224355456_224355475_enh-1005932_3	"TP53BP2 (-321792), DEGS1 (-15407)"
chr1_224355457_224355476_enh-1005932_1	"TP53BP2 (-321793), DEGS1 (-15406)"
chr1_224355457_224355476_enh-1005932_2	"TP53BP2 (-321793), DEGS1 (-15406)"
chr1_224355471_224355490_enh-1005932_6	"TP53BP2 (-321807), DEGS1 (-15392)"
chr1_224355472_224355491_enh-1005932_5	"TP53BP2 (-321808), DEGS1 (-15391)"
chr1_224356960_224356979_enh-1005932_4	"TP53BP2 (-323296), DEGS1 (-13903)"
chr1_224357011_224357030_enh-1005932_3	"TP53BP2 (-323347), DEGS1 (-13852)"
chr1_224357015_224357034_enh-1005932_2	"TP53BP2 (-323351), DEGS1 (-13848)"
chr1_224357016_224357035_enh-1005932_1	"TP53BP2 (-323352), DEGS1 (-13847)"
chr1_224357090_224357109_enh-1005932_1	"TP53BP2 (-323426), DEGS1 (-13773)"
chr1_224357100_224357119_enh-1005932_5	"TP53BP2 (-323436), DEGS1 (-13763)"
chr1_224357108_224357127_enh-1005932_9	"TP53BP2 (-323444), DEGS1 (-13755)"
chr1_224357109_224357128_enh-1005932_11	"TP53BP2 (-323445), DEGS1 (-13754)"
chr1_224357115_224357134_enh-1005932_12	"TP53BP2 (-323451), DEGS1 (-13748)"
chr1_224357137_224357156_enh-1005932_3	"TP53BP2 (-323473), DEGS1 (-13726)"
chr1_224357138_224357157_enh-1005932_7	"TP53BP2 (-323474), DEGS1 (-13725)"
chr1_224357139_224357158_enh-1005932_10	"TP53BP2 (-323475), DEGS1 (-13724)"
chr1_224357144_224357163_enh-1005932_2	"TP53BP2 (-323480), DEGS1 (-13719)"
chr1_224357157_224357176_enh-1005932_7	"TP53BP2 (-323493), DEGS1 (-13706)"
chr1_224357187_224357206_enh-1005932_8	"TP53BP2 (-323523), DEGS1 (-13676)"
chr1_224357203_224357222_enh-1005932_1	"TP53BP2 (-323539), DEGS1 (-13660)"
chr1_224357207_224357226_enh-1005932_2	"TP53BP2 (-323543), DEGS1 (-13656)"
chr1_224357208_224357227_enh-1005932_6	"TP53BP2 (-323544), DEGS1 (-13655)"
chr1_224357213_224357232_enh-1005932_10	"TP53BP2 (-323549), DEGS1 (-13650)"
chr1_224357754_224357773_enh-1005932_1	"TP53BP2 (-324090), DEGS1 (-13109)"
chr1_224357777_224357796_enh-1005932_4	"TP53BP2 (-324113), DEGS1 (-13086)"
chr1_224357800_224357819_enh-1005932_5	"TP53BP2 (-324136), DEGS1 (-13063)"
chr1_224357895_224357914_enh-1005932_3	"TP53BP2 (-324231), DEGS1 (-12968)"
chr1_224357896_224357915_enh-1005932_2	"TP53BP2 (-324232), DEGS1 (-12967)"
chr1_224358119_224358138_enh-1005932_4	"TP53BP2 (-324455), DEGS1 (-12744)"
chr1_224358143_224358162_enh-1005932_1	"TP53BP2 (-324479), DEGS1 (-12720)"
chr1_224358176_224358195_enh-1005932_6	"TP53BP2 (-324512), DEGS1 (-12687)"
chr1_224358181_224358200_enh-1005932_5	"TP53BP2 (-324517), DEGS1 (-12682)"
chr1_224358184_224358203_enh-1005932_2	"TP53BP2 (-324520), DEGS1 (-12679)"
chr1_224358201_224358220_enh-1005932_3	"TP53BP2 (-324537), DEGS1 (-12662)"
chr1_228688258_228688277_enh-1006092_1	"RHOU (-182556), RNF187 (+13506)"
chr1_228688538_228688557_enh-1006092_5	"RHOU (-182276), RNF187 (+13786)"
chr1_228688542_228688561_enh-1006092_4	"RHOU (-182272), RNF187 (+13790)"
chr1_228688672_228688691_enh-1006092_3	"RHOU (-182142), RNF187 (+13920)"
chr1_228688688_228688707_enh-1006092_1	"RHOU (-182126), RNF187 (+13936)"
chr1_228688692_228688711_enh-1006092_2	"RHOU (-182122), RNF187 (+13940)"
chr1_228688749_228688768_enh-1006092_9	"RHOU (-182065), RNF187 (+13997)"
chr1_228688769_228688788_enh-1006092_20	"RHOU (-182045), RNF187 (+14017)"
chr1_228688785_228688804_enh-1006092_13	"RHOU (-182029), RNF187 (+14033)"
chr1_228688793_228688812_enh-1006092_1	"RHOU (-182021), RNF187 (+14041)"
chr1_228688794_228688813_enh-1006092_4	"RHOU (-182020), RNF187 (+14042)"
chr1_228688795_228688814_enh-1006092_2	"RHOU (-182019), RNF187 (+14043)"
chr1_228688796_228688815_enh-1006092_3	"RHOU (-182018), RNF187 (+14044)"
chr1_228688800_228688819_enh-1006092_6	"RHOU (-182014), RNF187 (+14048)"
chr1_228688804_228688823_enh-1006092_7	"RHOU (-182010), RNF187 (+14052)"
chr1_228688815_228688834_enh-1006092_11	"RHOU (-181999), RNF187 (+14063)"
chr1_228688816_228688835_enh-1006092_15	"RHOU (-181998), RNF187 (+14064)"
chr1_228688821_228688840_enh-1006092_19	"RHOU (-181993), RNF187 (+14069)"
chr1_228688827_228688846_enh-1006092_17	"RHOU (-181987), RNF187 (+14075)"
chr1_228688828_228688847_enh-1006092_8	"RHOU (-181986), RNF187 (+14076)"
chr1_228688836_228688855_enh-1006092_14	"RHOU (-181978), RNF187 (+14084)"
chr1_228688848_228688867_enh-1006092_18	"RHOU (-181966), RNF187 (+14096)"
chr1_228688849_228688868_enh-1006092_16	"RHOU (-181965), RNF187 (+14097)"
chr1_228688852_228688871_enh-1006092_5	"RHOU (-181962), RNF187 (+14100)"
chr1_228688881_228688900_enh-1006092_12	"RHOU (-181933), RNF187 (+14129)"
chr1_228688882_228688901_enh-1006092_10	"RHOU (-181932), RNF187 (+14130)"
chr1_228688888_228688907_enh-1006092_21	"RHOU (-181926), RNF187 (+14136)"
chr1_228688891_228688910_enh-1006092_22	"RHOU (-181923), RNF187 (+14139)"
chr1_228688921_228688940_enh-1006092_19	"RHOU (-181893), RNF187 (+14169)"
chr1_228688922_228688941_enh-1006092_17	"RHOU (-181892), RNF187 (+14170)"
chr1_228688928_228688947_enh-1006092_11	"RHOU (-181886), RNF187 (+14176)"
chr1_228688929_228688948_enh-1006092_7	"RHOU (-181885), RNF187 (+14177)"
chr1_228688947_228688966_enh-1006092_26	"RHOU (-181867), RNF187 (+14195)"
chr1_228688948_228688967_enh-1006092_25	"RHOU (-181866), RNF187 (+14196)"
chr1_228688949_228688968_enh-1006092_18	"RHOU (-181865), RNF187 (+14197)"
chr1_228688977_228688996_enh-1006092_22	"RHOU (-181837), RNF187 (+14225)"
chr1_228688978_228688997_enh-1006092_15	"RHOU (-181836), RNF187 (+14226)"
chr1_228688981_228689000_enh-1006092_14	"RHOU (-181833), RNF187 (+14229)"
chr1_228688994_228689013_enh-1006092_9	"RHOU (-181820), RNF187 (+14242)"
chr1_228689007_228689026_enh-1006092_11	"RHOU (-181807), RNF187 (+14255)"
chr1_228689007_228689026_enh-1006092_17	"RHOU (-181807), RNF187 (+14255)"
chr1_228689008_228689027_enh-1006092_12	"RHOU (-181806), RNF187 (+14256)"
chr1_228689020_228689039_enh-1006092_16	"RHOU (-181794), RNF187 (+14268)"
chr1_228689038_228689057_enh-1006092_5	"RHOU (-181776), RNF187 (+14286)"
chr1_228689048_228689067_enh-1006092_7	"RHOU (-181766), RNF187 (+14296)"
chr1_228689054_228689073_enh-1006092_10	"RHOU (-181760), RNF187 (+14302)"
chr1_228689055_228689074_enh-1006092_8	"RHOU (-181759), RNF187 (+14303)"
chr1_228689077_228689096_enh-1006092_6	"RHOU (-181737), RNF187 (+14325)"
chr1_228689088_228689107_enh-1006092_20	"RHOU (-181726), RNF187 (+14336)"
chr1_228689089_228689108_enh-1006092_21	"RHOU (-181725), RNF187 (+14337)"
chr1_228689101_228689120_enh-1006092_4	"RHOU (-181713), RNF187 (+14349)"
chr1_228689102_228689121_enh-1006092_3	"RHOU (-181712), RNF187 (+14350)"
chr1_228689127_228689146_enh-1006092_6	"RHOU (-181687), RNF187 (+14375)"
chr1_228689131_228689150_enh-1006092_20	"RHOU (-181683), RNF187 (+14379)"
chr1_228689153_228689172_enh-1006092_13	"RHOU (-181661), RNF187 (+14401)"
chr1_231939277_231939296_enh-1006208_7	"DISC1 (+176726), SIPA1L2 (+758017)"
chr1_231939308_231939327_enh-1006208_5	"DISC1 (+176757), SIPA1L2 (+757986)"
chr1_231939311_231939330_enh-1006208_8	"DISC1 (+176760), SIPA1L2 (+757983)"
chr1_231939313_231939332_enh-1006208_2	"DISC1 (+176762), SIPA1L2 (+757981)"
chr1_231939327_231939346_enh-1006208_1	"DISC1 (+176776), SIPA1L2 (+757967)"
chr1_231939328_231939347_enh-1006208_4	"DISC1 (+176777), SIPA1L2 (+757966)"
chr1_231939335_231939354_enh-1006208_3	"DISC1 (+176784), SIPA1L2 (+757959)"
chr1_231939359_231939378_enh-1006208_9	"DISC1 (+176808), SIPA1L2 (+757935)"
chr1_231939360_231939379_enh-1006208_12	"DISC1 (+176809), SIPA1L2 (+757934)"
chr1_231939360_231939379_enh-1006208_15	"DISC1 (+176809), SIPA1L2 (+757934)"
chr1_231939368_231939387_enh-1006208_6	"DISC1 (+176817), SIPA1L2 (+757926)"
chr1_231939390_231939409_enh-1006208_10	"DISC1 (+176839), SIPA1L2 (+757904)"
chr1_231939397_231939416_enh-1006208_14	"DISC1 (+176846), SIPA1L2 (+757897)"
chr1_231939402_231939421_enh-1006208_11	"DISC1 (+176851), SIPA1L2 (+757892)"
chr1_231939405_231939424_enh-1006208_13	"DISC1 (+176854), SIPA1L2 (+757889)"
chr1_232709484_232709503_enh-1006245_6	"MAP10 (-231149), SIPA1L2 (-12190)"
chr1_232709485_232709504_enh-1006245_8	"MAP10 (-231148), SIPA1L2 (-12191)"
chr1_232709486_232709505_enh-1006245_3	"MAP10 (-231147), SIPA1L2 (-12192)"
chr1_232709493_232709512_enh-1006245_10	"MAP10 (-231140), SIPA1L2 (-12199)"
chr1_232709507_232709526_enh-1006245_11	"MAP10 (-231126), SIPA1L2 (-12213)"
chr1_232709508_232709527_enh-1006245_12	"MAP10 (-231125), SIPA1L2 (-12214)"
chr1_232709509_232709528_enh-1006245_5	"MAP10 (-231124), SIPA1L2 (-12215)"
chr1_232709510_232709529_enh-1006245_9	"MAP10 (-231123), SIPA1L2 (-12216)"
chr1_232709523_232709542_enh-1006245_13	"MAP10 (-231110), SIPA1L2 (-12229)"
chr1_232709560_232709579_enh-1006245_4	"MAP10 (-231073), SIPA1L2 (-12266)"
chr1_232709572_232709591_enh-1006245_1	"MAP10 (-231061), SIPA1L2 (-12278)"
chr1_232709573_232709592_enh-1006245_7	"MAP10 (-231060), SIPA1L2 (-12279)"
chr1_232709581_232709600_enh-1006245_2	"MAP10 (-231052), SIPA1L2 (-12287)"
chr1_232712126_232712145_enh-1006245_2	"MAP10 (-228507), SIPA1L2 (-14832)"
chr1_232712129_232712148_enh-1006245_1	"MAP10 (-228504), SIPA1L2 (-14835)"
chr1_232714981_232715000_enh-1006245_3	"MAP10 (-225652), SIPA1L2 (-17687)"
chr1_232715002_232715021_enh-1006245_1	"MAP10 (-225631), SIPA1L2 (-17708)"
chr1_232715003_232715022_enh-1006245_2	"MAP10 (-225630), SIPA1L2 (-17709)"
chr1_232715110_232715129_enh-1006245_4	"MAP10 (-225523), SIPA1L2 (-17816)"
chr1_232715117_232715136_enh-1006245_1	"MAP10 (-225516), SIPA1L2 (-17823)"
chr1_232715118_232715137_enh-1006245_2	"MAP10 (-225515), SIPA1L2 (-17824)"
chr1_232715119_232715138_enh-1006245_3	"MAP10 (-225514), SIPA1L2 (-17825)"
chr1_232715159_232715178_enh-1006245_4	"MAP10 (-225474), SIPA1L2 (-17865)"
chr1_232723002_232723021_enh-1006245_1	"MAP10 (-217631), SIPA1L2 (-25708)"
chr1_232724908_232724927_enh-1006245_1	"MAP10 (-215725), SIPA1L2 (-27614)"
chr1_232724913_232724932_enh-1006245_2	"MAP10 (-215720), SIPA1L2 (-27619)"
chr1_232724952_232724971_enh-1006245_3	"MAP10 (-215681), SIPA1L2 (-27658)"
chr1_232724954_232724973_enh-1006245_4	"MAP10 (-215679), SIPA1L2 (-27660)"
chr1_232726511_232726530_enh-1006245_2	"MAP10 (-214122), SIPA1L2 (-29217)"
chr1_232726526_232726545_enh-1006245_1	"MAP10 (-214107), SIPA1L2 (-29232)"
chr1_232726862_232726881_enh-1006245_1	"MAP10 (-213771), SIPA1L2 (-29568)"
chr1_232726994_232727013_enh-1006245_2	"MAP10 (-213639), SIPA1L2 (-29700)"
chr1_232732138_232732157_enh-1006245_1	"MAP10 (-208495), SIPA1L2 (-34844)"
chr1_232732524_232732543_enh-1006245_4	"MAP10 (-208109), SIPA1L2 (-35230)"
chr1_232732525_232732544_enh-1006245_3	"MAP10 (-208108), SIPA1L2 (-35231)"
chr1_232732526_232732545_enh-1006245_2	"MAP10 (-208107), SIPA1L2 (-35232)"
chr1_232732528_232732547_enh-1006245_1	"MAP10 (-208105), SIPA1L2 (-35234)"
chr1_232732529_232732548_enh-1006245_8	"MAP10 (-208104), SIPA1L2 (-35235)"
chr1_232732545_232732564_enh-1006245_5	"MAP10 (-208088), SIPA1L2 (-35251)"
chr1_232732646_232732665_enh-1006245_6	"MAP10 (-207987), SIPA1L2 (-35352)"
chr1_232732651_232732670_enh-1006245_7	"MAP10 (-207982), SIPA1L2 (-35357)"
chr1_232732679_232732698_enh-1006245_1	"MAP10 (-207954), SIPA1L2 (-35385)"
chr1_232732680_232732699_enh-1006245_2	"MAP10 (-207953), SIPA1L2 (-35386)"
chr1_232732695_232732714_enh-1006245_3	"MAP10 (-207938), SIPA1L2 (-35401)"
chr1_232732872_232732891_enh-1006245_1	"MAP10 (-207761), SIPA1L2 (-35578)"
chr1_232734411_232734430_enh-1006245_2	"MAP10 (-206222), SIPA1L2 (-37117)"
chr1_232734412_232734431_enh-1006245_1	"MAP10 (-206221), SIPA1L2 (-37118)"
chr1_232736186_232736205_enh-1006245_2	"MAP10 (-204447), SIPA1L2 (-38892)"
chr1_232736202_232736221_enh-1006245_1	"MAP10 (-204431), SIPA1L2 (-38908)"
chr1_232736323_232736342_enh-1006245_3	"MAP10 (-204310), SIPA1L2 (-39029)"
chr1_232736368_232736387_enh-1006245_1	"MAP10 (-204265), SIPA1L2 (-39074)"
chr1_232736382_232736401_enh-1006245_3	"MAP10 (-204251), SIPA1L2 (-39088)"
chr1_232736383_232736402_enh-1006245_2	"MAP10 (-204250), SIPA1L2 (-39089)"
chr1_232736401_232736420_enh-1006245_4	"MAP10 (-204232), SIPA1L2 (-39107)"
chr1_232736439_232736458_enh-1006245_5	"MAP10 (-204194), SIPA1L2 (-39145)"
chr1_232898626_232898645_enh-1006257_4	"SIPA1L2 (-201332), MAP10 (-42007)"
chr1_232898627_232898646_enh-1006257_5	"SIPA1L2 (-201333), MAP10 (-42006)"
chr1_232898630_232898649_enh-1006257_2	"SIPA1L2 (-201336), MAP10 (-42003)"
chr1_232898638_232898657_enh-1006257_3	"SIPA1L2 (-201344), MAP10 (-41995)"
chr1_232898639_232898658_enh-1006257_1	"SIPA1L2 (-201345), MAP10 (-41994)"
chr1_232901277_232901296_enh-1006257_8	"SIPA1L2 (-203983), MAP10 (-39356)"
chr1_232901359_232901378_enh-1006257_4	"SIPA1L2 (-204065), MAP10 (-39274)"
chr1_232901361_232901380_enh-1006257_6	"SIPA1L2 (-204067), MAP10 (-39272)"
chr1_232901374_232901393_enh-1006257_9	"SIPA1L2 (-204080), MAP10 (-39259)"
chr1_232901381_232901400_enh-1006257_2	"SIPA1L2 (-204087), MAP10 (-39252)"
chr1_232901407_232901426_enh-1006257_3	"SIPA1L2 (-204113), MAP10 (-39226)"
chr1_232901408_232901427_enh-1006257_1	"SIPA1L2 (-204114), MAP10 (-39225)"
chr1_232901417_232901436_enh-1006257_10	"SIPA1L2 (-204123), MAP10 (-39216)"
chr1_232901427_232901446_enh-1006257_7	"SIPA1L2 (-204133), MAP10 (-39206)"
chr1_232901432_232901451_enh-1006257_5	"SIPA1L2 (-204138), MAP10 (-39201)"
chr1_232901442_232901461_enh-1006257_12	"SIPA1L2 (-204148), MAP10 (-39191)"
chr1_232901450_232901469_enh-1006257_11	"SIPA1L2 (-204156), MAP10 (-39183)"
chr1_232902176_232902195_enh-1006257_2	"SIPA1L2 (-204882), MAP10 (-38457)"
chr1_232902190_232902209_enh-1006257_11	"SIPA1L2 (-204896), MAP10 (-38443)"
chr1_232902191_232902210_enh-1006257_4	"SIPA1L2 (-204897), MAP10 (-38442)"
chr1_232902203_232902222_enh-1006257_8	"SIPA1L2 (-204909), MAP10 (-38430)"
